|                    |F1|F2|F3|F4|F5|F6|F7|F8|F9|ANSWER|
| Individual 1157       |57.6175|0.0597318|46.3464|1.88066|5.49308|235.963|44.5195|231.732|1.82092|-52.1244|87.8192|
| Individual 1158       |52.8289|0.106153|24.5903|1.92763|3.8237|215.139|1.95575|122.952|1.82147|-49.0052|132.261|
| Individual 1159       |62.9971|0.0255911|46.93|2.05793|3.98517|255.974|6.94983|234.65|2.03233|-59.012|105.022|
| Individual 1160       |48.7507|0.23845|44.561|2.03573|5.08401|200.087|192.23|222.805|1.79728|-43.6667|57.4175|
| Individual 1161       |56.9843|0.021968|46.687|1.99764|4.81628|232.754|6.05317|233.435|1.97567|-52.168|82.8141|
| Individual 1162       |27.6639|0.0696318|49.5027|1.87128|6.9744|117.63|222.598|247.514|1.80165|-20.6896|-39.8863|
| Individual 1163       |40.9948|0.0451592|39.643|2.08683|4.94951|168.929|1.76983|198.215|2.04167|-36.0453|39.7917|
| Individual 1164       |41.7423|0.0184914|44.0548|2.00126|5.12483|172.094|-39.3701|220.274|1.98276|-36.6174|30.0156|
| Individual 1165       |55.44|0.00388262|40.4712|1.95989|7.16779|228.928|49.822|202.356|1.95601|-48.2722|97.7341|
| Individual 1166       |53.4732|0.000898302|39.0871|1.99005|3.24002|217.133|51.7436|195.435|1.98915|-50.2332|89.926|
| Individual 1167       |41.1505|0.0832134|23.97|1.94496|8.35427|172.956|0.149798|119.85|1.86175|-32.7962|91.7376|
| Individual 1168       |62.9686|0.00376281|33.5454|1.99231|5.26255|257.137|38.3617|167.727|1.98855|-57.706|146.558|
| Individual 1169       |41.8496|0.0119822|40.4204|1.8597|4.95331|172.352|1.92362|202.102|1.84772|-36.8962|41.8518|
| Individual 1170       |55.8054|0.244359|40.7978|1.68199|4.10449|227.326|5.41761|203.989|1.43763|-51.7009|97.7445|
| Individual 1171       |55.3522|0.394343|46.663|1.73679|5.90432|227.313|212.392|233.315|1.34245|-49.4479|80.6119|
| Individual 1172       |48.9214|0.458976|40.7763|2.01409|4.1656|199.851|5.92065|203.882|1.55511|-44.7558|69.7468|
| Individual 1173       |37.0429|0.0413943|28.6671|1.7273|6.53251|154.704|191.809|143.335|1.68591|-30.5104|60.2734|
| Individual 1174       |49.455|0.00282318|27.044|1.90378|5.23763|203.058|1.77382|135.22|1.90095|-44.2174|112.421|
| Individual 1175       |38.0862|0.044973|33.0251|1.96745|3.02135|155.366|-46.326|165.126|1.92248|-35.0649|46.6785|
| Individual 1176       |35.6283|0.531898|48.788|1.84426|4.78466|147.298|88.4376|243.94|1.31236|-30.8436|-5.62799|
| Individual 1177       |60.3387|0.29767|49.325|1.92429|7.56251|248.917|52.9878|246.625|1.62662|-52.7762|92.8093|
| Individual 1178       |76.5714|0.121636|42.7872|1.88749|4.63064|310.916|0.0143055|213.936|1.76586|-71.9408|173.726|
| Individual 1179       |61.8117|0.233506|34.8294|2.02084|4.63946|251.886|23.7809|174.147|1.78733|-57.1723|138.461|
| Individual 1180       |38.1938|0.000876002|39.3992|2.03779|5.18806|157.963|2.02642|196.996|2.03692|-33.0058|29.5812|
| Individual 1181       |32.6696|0.0329396|47.9888|1.87385|6.82778|137.506|12.7043|239.944|1.84091|-25.8419|-15.6645|
| Individual 1182       |61.2757|0.213589|44.7886|1.87899|7.62361|252.726|224.656|223.943|1.6654|-53.6521|110.033|
| Individual 1183       |52.4825|0.0121328|36.5536|2.00761|5.25566|215.186|6.09358|182.768|1.99548|-47.2268|95.5474|
| Individual 1184       |54.8342|0.0520664|35.9179|1.97671|14.5206|233.857|118.905|179.59|1.92464|-40.3136|116.48|
| Individual 1185       |59.4832|0.0172007|45.707|2.05651|5.1847|243.117|2.01212|228.535|2.0393|-54.2985|95.7999|
| Individual 1186       |58.0037|0.0888248|38.7966|1.87282|3.87499|235.89|-40.2835|193.983|1.784|-54.1287|110.58|
| Individual 1187       |47.7942|0.0273084|46.8536|2.00579|4.58305|195.76|143.252|234.268|1.97848|-43.2111|45.3066|
| Individual 1188       |42.866|0.03848|29.1223|1.96108|4.66455|176.128|57.5364|145.612|1.9226|-38.2014|79.1485|
| Individual 1189       |37.5136|0.135811|38.3056|1.73743|4.71667|154.771|0.192577|191.528|1.60162|-32.7969|31.8463|
| Individual 1190       |51.1112|0.0902267|41.6192|1.9953|5.48515|209.93|23.6053|208.096|1.90507|-45.626|75.547|
| Individual 1191       |36.4684|0.143669|30.8667|2.05565|3.95581|149.829|2.08661|154.333|1.91199|-32.5126|47.6695|
| Individual 1192       |46.7334|0.107749|49.8734|1.9556|7.35094|194.284|5.19161|249.367|1.84785|-39.3824|35.425|
| Individual 1193       |42.8476|0.110005|48.0765|1.95278|6.78956|178.18|235.337|240.383|1.84277|-36.058|24.7365|
| Individual 1194       |54.6307|0.130447|24.2555|1.82137|2.6953|221.218|6.4524|121.278|1.69093|-51.9354|139.997|
| Individual 1195       |34.9804|0.196526|42.9847|2.08397|4.17903|144.101|118.026|214.924|1.88744|-30.8013|5.7092|
| Individual 1196       |61.666|0.11132|40.3974|1.88451|7.48017|254.144|1.89403|201.987|1.77319|-54.1858|124.086|
| Individual 1197       |43.3835|0.0667709|21.8808|1.83726|4.25747|177.792|-52.3448|109.404|1.77049|-39.126|103.297|
| Individual 1198       |49.6521|0.134401|21.24|2.06012|5.30223|203.911|155.051|106.2|1.92571|-44.3499|130.562|
| Individual 1199       |39.0197|0.0107673|26.5685|1.9905|5.48375|161.562|39.1295|132.843|1.97973|-33.5359|71.9582|
| Individual 1200       |45.8202|0.0574112|29.9892|2.03908|4.17413|187.455|0.0152195|149.946|1.98167|-41.646|87.5789|
| Individual 1201       |62.8233|0.0308294|36.9853|2.00573|2.44724|253.74|26.8247|184.927|1.9749|-60.376|132.91|
| Individual 1202       |52.5656|0.228488|35.3235|1.97795|3.70487|213.967|1.99284|176.617|1.74946|-48.8607|99.2494|
| Individual 1203       |33.8774|0.0512516|21.3959|1.97863|5.26071|140.77|5.17041|106.98|1.92738|-28.6167|66.9456|
| Individual 1204       |58.279|0.0473719|24.4439|2.07646|5.58646|238.703|161.688|122.219|2.02909|-52.6926|155.225|
| Individual 1205       |44.7012|0.215209|42.6868|1.74612|4.7699|183.575|5.99375|213.434|1.53091|-39.9313|47.8599|
| Individual 1206       |43.1896|0.0833386|25.8978|1.78735|6.52044|179.279|134.123|129.489|1.70401|-36.6692|93.0655|
| Individual 1207       |60.3616|0.0530005|27.224|2.05562|0.981007|242.427|1.97762|136.12|2.00262|-59.3805|150.742|
| Individual 1208       |69.5911|0.495331|42.0465|1.89784|5.23127|283.596|-33.959|210.233|1.40251|-64.3599|150.444|
| Individual 1209       |73.2653|0.259386|44.8806|1.96528|7.63201|300.693|71.3261|224.403|1.70589|-65.6333|157.522|
| Individual 1210       |44.8655|0.0695898|41.997|1.94402|4.73422|184.196|54.9867|209.985|1.87443|-40.1313|48.8329|
| Individual 1211       |43.8414|0.0656334|22.1538|1.87193|4.40401|179.77|0.0258463|110.769|1.8063|-39.4374|104.277|
| Individual 1212       |65.9209|0.0308774|49.7092|1.97928|6.14575|269.829|33.4344|248.546|1.94841|-59.7751|110.96|
| Individual 1213       |35.297|0.0657681|45.9826|1.8643|6.90699|148.095|2.08116|229.913|1.79853|-28.39|1.15434|
| Individual 1214       |50.2115|0.118278|29.7665|1.95167|7.02296|207.869|-18.5662|148.832|1.83339|-43.1885|109.402|
| Individual 1215       |53.4528|0.00306915|22.4779|2.06759|6.75294|220.564|201.381|112.389|2.06452|-46.6999|142.808|
| Individual 1216       |50.1324|0.0753654|25.1705|2.08384|-0.339076|200.19|6.26932|125.853|2.00848|-50.4715|114.636|
| Individual 1217       |49.8919|0.0223525|39.418|1.9769|4.06211|203.63|167.172|197.09|1.95455|-45.8297|75.6027|
| Individual 1218       |56.6537|0.0344864|49.6661|2.00953|4.06166|230.676|2.05531|248.331|1.97504|-52.592|71.803|
| Individual 1219       |45.3511|0.156318|20.7053|2.04602|5.01574|186.42|-73.553|103.527|1.88971|-40.3354|114.856|
| Individual 1220       |43.8412|0.0162779|39.405|1.96658|4.69027|180.055|90.8009|197.025|1.9503|-39.151|52.0888|
| Individual 1221       |36.0176|0.0767443|31.0369|2.05787|5.07826|149.149|35.4479|155.185|1.98113|-30.9393|46.1323|
| Individual 1222       |64.5047|0.0644796|25.6984|1.67549|6.2375|264.256|0.196262|128.492|1.61101|-58.2672|179.106|
| Individual 1223       |44.4552|0.0771967|32.0609|2.06549|4.76632|182.587|38.284|160.304|1.98829|-39.6888|76.4629|
| Individual 1224       |49.1891|0.261416|31.5967|2.10481|2.28715|199.044|1.99824|157.983|1.84339|-46.902|95.0366|
| Individual 1225       |58.7331|0.0133284|43.1272|2.08395|4.80317|239.736|2.9488|215.636|2.07062|-53.93|100.001|
| Individual 1226       |57.3128|0.0008024|31.0942|1.90273|5.64432|234.895|144.74|155.471|1.90193|-51.6684|132.103|
| Individual 1227       |65.8781|0.0167638|42.9621|1.83654|6.29913|269.812|6.19097|214.811|1.81978|-59.579|131.826|
| Individual 1228       |58.7935|0.223972|43.1334|1.96424|9.71879|244.893|191.42|215.667|1.74027|-49.0747|106.791|
| Individual 1229       |57.4213|0.144435|20.7074|1.98366|1.13574|230.821|1.80197|103.537|1.83923|-56.2856|159.503|
| Individual 1230       |42.0922|0.0959457|25.8572|1.91366|5.36348|173.732|-32.4991|129.286|1.81771|-36.7287|87.0718|
| Individual 1231       |49.9277|0.251285|28.277|1.92935|2.55189|202.263|20.8784|141.385|1.67806|-47.3758|109.041|
| Individual 1232       |36.7812|0.0685601|38.812|1.89374|5.65519|152.78|39.8558|194.06|1.82518|-31.126|27.2178|
| Individual 1233       |77.1259|0.0399024|41.787|1.98662|5.38396|313.887|0.014817|208.935|1.94672|-71.7419|178.793|
| Individual 1234       |52.9426|0.0134923|37.4036|2.03341|2.71053|214.481|36.278|187.018|2.01992|-50.2321|92.1704|
| Individual 1235       |59.3951|0.102644|44.5224|1.96074|22.2978|259.878|2.06321|222.612|1.8581|-37.0973|117.02|
| Individual 1236       |63.4688|0.0215644|48.9954|1.98694|2.26225|256.137|7.17084|244.977|1.96537|-61.2065|99.3243|
| Individual 1237       |45.0585|0.2958|48.2219|2.09446|6.37344|186.607|166.594|241.109|1.79866|-38.6851|32.9485|
| Individual 1238       |63.3099|0.0495972|20.1987|2.05343|3.88787|257.127|6.20444|100.994|2.00383|-59.422|186.512|
| Individual 1239       |49.5101|0.105194|35.9094|1.88548|4.97029|203.011|181.39|179.547|1.78028|-44.5398|86.3811|
| Individual 1240       |53.4629|0.0206965|49.0898|1.83091|4.82538|218.677|2.04839|245.449|1.81022|-48.6375|62.3564|
| Individual 1241       |50.133|0.0867878|20.9817|1.86167|7.54272|208.075|-32.685|104.909|1.77488|-42.5903|136.255|
| Individual 1242       |57.2505|0.0850388|20.2575|1.92385|6.96061|235.963|47.5182|101.288|1.83881|-50.2899|165.996|
| Individual 1243       |54.6045|0.102681|33.6104|2.0322|6.38779|224.806|51.6133|168.052|1.92952|-48.2167|114.327|
| Individual 1244       |45.338|0.156331|20.2949|2.04332|6.54042|187.893|0.0355549|101.475|1.88699|-38.7976|117.573|
| Individual 1245       |70.8062|0.165121|26.3338|2.01631|3.83256|287.057|47.3901|131.669|1.85119|-66.9736|198.8|
| Individual 1246       |36.018|0.073714|41.6277|2.07171|4.90474|148.977|2.10317|208.139|1.998|-31.1133|14.1036|
| Individual 1247       |41.3976|0.0392434|49.5205|1.97944|4.69507|170.285|4.26319|247.602|1.9402|-36.7025|12.023|
| Individual 1248       |43.9626|0.234729|37.6295|2.1018|8.62207|184.473|210.716|188.147|1.86707|-35.3406|62.2489|
| Individual 1249       |55.3411|0.159426|21.0942|1.96577|8.9901|230.354|6.34507|105.471|1.80635|-46.351|158.04|
| Individual 1250       |57.3161|0.00480148|29.2772|1.93052|6.61701|235.882|236.95|146.386|1.92572|-50.6991|138.421|
| Individual 1251       |50.8263|0.066073|46.853|1.97984|6.10178|209.407|2.06762|234.265|1.91377|-44.7245|59.2791|
| Individual 1252       |39.3118|0.0144756|25.806|1.87272|7.2359|164.483|-47.3501|129.03|1.85824|-32.0759|77.7737|
| Individual 1253       |57.5224|0.0319484|34.513|2.07753|66.1679|296.258|58.2082|172.565|2.04558|8.64546|182.491|
| Individual 1254       |45.0394|0.00262283|23.4962|1.79014|6.103|186.26|68.4786|117.481|1.78752|-38.9364|106.834|
| Individual 1255       |47.1084|0.0158592|20.8934|2.03601|5.18972|193.623|0.0631505|104.467|2.02015|-41.9187|120.842|
| Individual 1256       |56.8851|0.338435|45.3415|2.03805|2.68571|230.226|32.0466|226.708|1.69961|-54.1994|85.7035|
| Individual 1257       |54.1791|0.182572|43.7215|2.02138|3.87455|220.591|1.96333|218.607|1.83881|-50.3045|80.2323|
| Individual 1258       |57.5181|0.0277016|43.2283|2.09028|5.56459|235.637|-13.072|216.141|2.06258|-51.9536|95.6395|
| Individual 1259       |44.0667|0.0443699|31.4156|2.05319|13.8448|190.112|260.843|157.078|2.00882|-30.2219|85.8206|
| Individual 1260       |45.0141|0.222489|28.6516|1.91465|-25.1366|154.92|5.95314|143.258|1.69216|-70.1507|60.504|
| Individual 1261       |45.3545|0.127701|42.2357|2.00262|5.48913|186.907|160.233|211.179|1.87491|-39.8653|50.8251|
| Individual 1262       |65.4399|0.276947|47.4263|1.9069|4.91399|266.674|1.90018|237.131|1.62995|-60.5259|116.245|
| Individual 1263       |47.7911|0.0910049|29.742|1.86601|5.19652|196.361|-81.5506|148.71|1.77501|-42.5946|98.2598|
| Individual 1264       |46.4162|0.0253371|26.822|2.02804|4.77568|190.441|155.202|134.11|2.00271|-41.6405|99.961|
| Individual 1265       |33.5613|0.0908076|22.8657|2.14573|4.77153|139.017|45.1137|114.329|2.05493|-28.7898|60.145|
| Individual 1266       |50.8535|0.0313397|46.5782|1.92796|5.33365|208.748|0.229529|232.891|1.89662|-45.5199|59.53|
| Individual 1267       |39.5925|0.0384288|47.1999|1.91675|5.13719|163.507|24.1098|236|1.87832|-34.4553|12.516|
| Individual 1268       |52.2385|0.0373608|23.7161|2.00839|8.76061|217.715|2.01249|118.58|1.97103|-43.4779|136.711|
| Individual 1269       |58.9468|0.0440667|40.7432|1.80751|8.05019|243.837|8.41312|203.716|1.76345|-50.8966|112.791|
| Individual 1270       |52.7819|0.00201284|28.6788|1.96285|5.86561|216.993|188.868|143.394|1.96083|-46.9163|121.152|
| Individual 1271       |42.3649|0.0579477|32.2973|1.85942|7.89284|177.352|6.267|161.487|1.80147|-34.4721|71.4532|
| Individual 1272       |33.7947|0.0146759|28.4038|1.99821|7.09637|142.275|120.549|142.019|1.98353|-26.6983|47.1458|
| Individual 1273       |65.0772|0.0408002|24.7434|2.04444|4.59195|264.901|1.78296|123.717|2.00364|-60.4853|180.652|
| Individual 1274       |58.4801|0.179805|44.0591|1.69111|13.8752|247.795|-36.7006|220.295|1.51131|-44.6048|108.062|
| Individual 1275       |45.4086|0.0849618|27.3662|1.57266|6.71404|188.349|107.624|136.831|1.4877|-38.6946|98.8116|
| Individual 1276       |64.2599|0.0176809|48.3331|1.90121|5.0115|262.051|43.6104|241.666|1.88353|-59.2484|107.634|
| Individual 1277       |53.3627|0.00700349|21.5814|1.85763|5.81535|219.266|0.128119|107.907|1.85063|-47.5473|145.269|
| Individual 1278       |56.5076|0.0366116|47.1843|2.08449|11.2218|237.252|38.9882|235.921|2.04788|-45.2858|85.46|
| Individual 1279       |54.6476|0.193259|38.5754|2.07071|-0.475041|218.115|1.44088|192.877|1.87745|-55.1226|93.0018|
| Individual 1280       |57.2153|0.1627|44.689|2.04967|8.27394|237.135|6.90938|223.445|1.88697|-48.9414|93.6336|
| Individual 1281       |53.4254|0.163703|24.7911|1.90795|3.92699|217.629|181.351|123.955|1.74425|-49.4984|134.534|
| Individual 1282       |50.4145|0.0126619|32.0576|1.89136|5.50685|207.165|4.45076|160.288|1.8787|-44.9077|101.599|
| Individual 1283       |49.9407|0.140716|32.5157|2.04543|5.23809|205.001|194.941|162.578|1.90471|-44.7027|97.9306|
| Individual 1284       |51.5666|0.173182|21.6438|2.03856|2.7693|209.036|1.31276|108.219|1.86538|-48.7973|134.777|
| Individual 1285       |58.2585|0.148986|43.0347|2.00447|6.82593|239.86|-36.701|215.174|1.85548|-51.4325|101.478|
| Individual 1286       |51.0046|0.0320609|27.1978|1.94727|4.58423|208.603|57.8227|135.989|1.9152|-46.4204|117.433|
| Individual 1287       |60.5984|0.124239|44.8618|1.97563|4.83209|247.226|34.2569|224.309|1.85139|-55.7663|103.383|
| Individual 1288       |45.0808|0.125649|23.3656|2.03481|14.5282|194.851|0.0677682|116.828|1.90917|-30.5526|115.209|
| Individual 1289       |42.7136|0.165275|30.9079|1.69919|0.951421|171.806|29.5565|154.539|1.53391|-41.7621|71.4125|
| Individual 1290       |46.6505|0.00114685|36.619|2.01492|2.89881|189.501|1.8531|183.095|2.01377|-43.7517|69.5751|
| Individual 1291       |40.9317|0.0133212|31.4919|1.86169|6.69192|170.419|7.6953|157.46|1.84837|-34.2398|66.7012|
| Individual 1292       |51.506|0.0604934|34.5491|1.77229|10.0898|216.114|144.723|172.746|1.7118|-41.4163|103.907|
| Individual 1293       |55.5546|0.157871|43.4087|2.03441|5.7557|227.974|5.62707|217.044|1.87654|-49.7989|88.3653|
| Individual 1294       |41.2928|0.124116|26.587|2.0435|3.59829|168.769|147.782|132.935|1.91939|-37.6945|79.4116|
| Individual 1295       |48.4397|0.0814367|25.2976|1.94097|5.55538|199.314|1.78533|126.488|1.85953|-42.8843|114.124|
| Individual 1296       |46.8855|0.00889015|39.2111|1.95327|0.364018|187.906|-26.5616|196.055|1.94438|-46.5215|60.551|
| Individual 1297       |54.2772|0.24742|43.8608|1.53861|5.81701|222.926|47.1268|219.304|1.29119|-48.4602|84.8876|
| Individual 1298       |55.1121|0.0621397|37.1303|1.86502|1.07384|221.522|38.7345|185.652|1.80288|-54.0383|101.117|
| Individual 1299       |52.4741|0.0608339|34.2022|2.1371|-876.626|-666.73|0.0782688|171.011|2.07627|-929.1|-779.718|
| Individual 1300       |41.0085|0.00200019|41.1|1.95463|2.98619|167.02|26.0485|205.5|1.95263|-38.0223|33.9571|
| Individual 1301       |61.3343|0.040096|24.8375|1.90419|4.40039|249.738|1.97401|124.188|1.86409|-56.9339|165.904|
| Individual 1302       |36.6666|0.0440867|23.7435|1.96446|4.36617|151.033|2.16722|118.717|1.92037|-32.3005|70.2004|
| Individual 1303       |57.0209|0.227412|32.9053|2.1002|5.69964|233.783|157.105|164.526|1.87278|-51.3213|125.704|
| Individual 1304       |45.5683|0.0127288|40.2261|2.03384|2.18246|184.456|6.00029|201.131|2.02111|-43.3859|53.6719|
| Individual 1305       |45.3001|0.143685|43.3647|1.98342|4.03265|185.233|130.243|216.824|1.83974|-41.2675|45.9403|
| Individual 1306       |47.1514|0.0720714|31.5749|2.02432|4.93825|193.544|1.89574|157.874|1.95224|-42.2132|89.0581|
| Individual 1307       |42.7964|0.0496584|23.8822|1.96627|5.82585|177.011|-36.5673|119.411|1.91661|-36.9706|95.782|
| Individual 1308       |66.2575|0.0607523|49.8714|2.12177|6.90181|271.932|69.4809|249.357|2.06101|-59.3557|112.012|
| Individual 1309       |47.9|0.0134718|37.4831|2.11834|1.09076|192.691|44.3778|187.415|2.10487|-46.8092|69.7171|
| Individual 1310       |58.9723|0.159878|38.7315|1.95436|5.68223|241.572|0.160172|193.658|1.79448|-53.2901|116.405|
| Individual 1311       |45.1683|0.0204234|32.5214|1.95374|4.07786|184.751|24.4001|162.607|1.93332|-41.0904|77.5202|
| Individual 1312       |45.4094|0.127576|37.8612|1.77627|4.18574|185.823|1.97626|189.306|1.6487|-41.2236|63.996|
| Individual 1313       |56.937|0.0569599|24.411|1.95111|5.50965|233.258|0.631267|122.055|1.89415|-51.4274|150.554|
| Individual 1314       |64.1145|0.0424064|35.2619|2.00561|5.10572|261.564|178.142|176.309|1.9632|-59.0088|145.962|
| Individual 1315       |52.7752|0.0293789|26.9713|1.96859|7.27464|218.376|6.08894|134.857|1.93921|-45.5006|127.766|
| Individual 1316       |46.4963|0.24938|49.1591|2.08485|4.85401|190.839|122.001|245.795|1.83547|-41.6423|34.1847|
| Individual 1317       |27.4436|0.0512289|21.6124|1.93811|4.97986|114.754|1.81609|108.062|1.88688|-22.4638|40.4827|
| Individual 1318       |54.6409|0.0124158|36.9384|1.99382|8.35381|226.917|-43.7465|184.692|1.98141|-46.2871|106.195|
| Individual 1319       |62.5393|0.0308125|28.9982|1.97455|5.33691|255.494|95.8616|144.991|1.94373|-57.2024|158.781|
| Individual 1320       |62.7134|0.0867737|36.916|1.99314|3.7057|254.559|58.9312|184.58|1.90637|-59.0077|134.28|
| Individual 1321       |55.3985|0.0973765|43.2801|1.94138|5.80495|227.399|0.0403576|216.4|1.84401|-49.5936|88.3386|
| Individual 1322       |54.0962|0.0243426|27.8597|2.02789|7.90566|224.291|42.3222|139.298|2.00355|-46.1906|130.694|
| Individual 1323       |49.7093|0.133276|31.5008|1.9102|-2.53101|196.306|1.94768|157.504|1.77693|-52.2403|92.9191|
| Individual 1324       |50.2188|0.0530211|41.1025|1.87078|7.77626|208.651|-0.682014|205.513|1.81776|-42.4425|76.2551|
| Individual 1325       |53.6842|0.0656576|46.6339|1.8793|-1.30023|213.437|235.043|233.17|1.81364|-54.9845|64.4666|
| Individual 1326       |45.3214|0.0577592|43.632|1.93579|6.34164|187.627|5.88341|218.16|1.87803|-38.9798|47.3412|
